24984	1	1	u,Маг. Защ. +18. Скорость +7.\0	u,Урон от физических умений +93. Расход MP -3%.\0	u,Сила Крит. Атк. +41,3. Шанс Крит. Атк. Магией +2.\0
29844	4	2	u,Активное: Временно уменьшает время отката умения.\0	a,	a,
29845	4	2	u,Активное: Временно уменьшает расход MP для умений.\0	a,	a,
29846	4	2	u,Активное: Временно уменьшает время отката умений п\\nесни и танца.\0	a,	a,
29847	4	2	u,Активное: Временно уменьшает расход MP для песен/т\\nанцев.\0	a,	a,
29848	4	2	u,Активное: Временно уменьшает время отката магии.\0	a,	a,
29849	4	2	u,Активное: Временно уменьшает расход MP на магию.\0	a,	a,
29850	4	2	u,Активное: Временно блокирует упреждающие атаки мон\\nстров. Пока длится эффект, боевые навыки понижены.\0	a,	a,
29851	4	2	u,Активное: Временно увеличивает количество поглощен\\nных HP при повреждении цели (исключая урон от умен\\nий и дистанционных атак).\0	a,	a,
29852	4	2	u,Шанс: Мгновенно блокирует все физические и магичес\\nкие умения цели при физической атаке.\0	a,	a,
29853	4	2	u,Шанс: Мгновенно сжигает MP цели при физической ата\\nке.\0	a,	a,
29854	4	2	u,Шанс: Мгновенно парализует цель при физической ата\\nке.\0	a,	a,
29855	4	2	u,Шанс: Мгновенно блокирует магические умения цели п\\nри физической атаке.\0	a,	a,
29856	4	2	u,Шанс: Мгновенно усыпляет цель при физической атаке\\n. Цель будет невосприимчива к дополнительным усыпл\\nяющим атакам, пока длится эффект.\0	a,	a,
29857	4	2	u,Шанс: Мгновенно оглушает цель при физической атаке\\n.\0	a,	a,
29858	4	2	u,Шанс: Мгновенно блокирует все физические и магичес\\nкие умения цели при критической атаке.\0	a,	a,
29859	4	2	u,Шанс: Мгновенно сжигает MP цели при критической ат\\nаке.\0	a,	a,
29860	4	2	u,Шанс: Мгновенно парализует цель при критической ат\\nаке.\0	a,	a,
29861	4	2	u,Шанс: Мгновенно блокирует магические умения цели п\\nри критической атаке.\0	a,	a,
29862	4	2	u,Шанс: Мгновенно усыпляет цель при критической атак\\nе. Цель будет невосприимчива к дополнительным усып\\nляющим атакам, пока длится эффект.\0	a,	a,
29863	4	2	u,Шанс: Мгновенно оглушает цель при критической атак\\nе.\0	a,	a,
29864	4	2	u,Шанс: Дает шанс блокировать все физические и магич\\nеские умения цели, повреждающей Вас.\0	a,	a,
29865	4	2	u,Шанс: Дает шанс отпугнуть цель, повреждающую Вас.\0	a,	a,
29866	4	2	u,Шанс: Дает шанс увеличить эффективность магии, вос\\nстанавливающей MP, когда Вы получаете повреждения.\0	a,	a,
29867	4	2	u,Шанс: Дает шанс регенерировать MP, когда Вы получа\\nете повреждения.\0	a,	a,
29868	4	2	u,Шанс: Дает шанс парализовать цель, повреждающую Ва\\nс.\0	a,	a,
29869	4	2	u,Шанс: Дает шанс блокировать все магические навыки \\nцели, повреждающей Вас.\0	a,	a,
29870	4	2	u,Шанс: Дает шанс оглушить цель, повреждающую Вас.\0	a,	a,
29871	4	2	u,Шанс: Дает шанс превратить в камень цель, поврежда\\nющую Вас.\0	a,	a,
29872	4	2	u,Шанс: Мгновенно блокирует все физические и магичес\\nкие умения цели при магической атаке.\0	a,	a,
29873	4	2	u,Шанс: Мгновенно сжигает MP цели при магической ата\\nке.\0	a,	a,
29874	4	2	u,Шанс: Мгновенно парализует цель при магической ата\\nке.\0	a,	a,
29875	4	2	u,Шанс: Мгновенно блокирует магические умения цели п\\nри магической атаке.\0	a,	a,
29876	4	2	u,Шанс: Мгновенно усыпляет цель при магической атаке\\n. Цель будет невосприимчива к дополнительным усыпл\\nяющим атакам, пока длится эффект.\0	a,	a,
29877	4	2	u,Шанс: Мгновенно оглушает цель при магической атаке\\n.\0	a,	a,
29878	4	2	u,Предметное умение: Увеличивает расход MP всех навы\\nков.\0	a,	a,
29879	4	2	u,Предметное умение: Увеличивает Ваше Уклонение.\0	a,	a,
29880	4	2	u,Предметное умение: Увеличивает Ваш шанс критическо\\nй атаки.\0	a,	a,
29881	4	2	u,Предметное умение: Отражает часть полученных повре\\nждений обратно врагу.\0	a,	a,
29882	4	2	u,Предметное умение: Увеличивает Вашу Точность.\0	a,	a,
29883	4	2	u,Предметное умение: Увеличивает шанс критической ат\\nаки для магических атак.\0	a,	a,
29884	4	2	u,Предметное умение: Увеличивает количество восстана\\nвливаемых MP.\0	a,	a,
29885	4	2	u,Предметное умение: Уменьшает расход MP при использ\\nовании физических умений.\0	a,	a,
29886	4	2	u,Предметное умение: Уменьшает расход MP для песен/т\\nанцев.\0	a,	a,
29887	4	2	u,Предметное умение: Уменьшает расход MP при использ\\nовании заклинаний.\0	a,	a,
29888	4	1	u,СИЛ +1\0	a,	a,
29889	4	1	u,ВЫН +\0	a,	a,
29890	4	1	u,ИНТ +1\0	a,	a,
29891	4	1	u,ДУХ +1\0	a,	a,
29892	4	1	u,СИЛ +1\0	a,	a,
29893	4	1	u,ВЫН +\0	a,	a,
29894	4	1	u,ИНТ +1\0	a,	a,
29895	4	1	u,ДУХ +1\0	a,	a,
29896	4	1	u,СИЛ +1\0	a,	a,
29897	4	1	u,ВЫН +\0	a,	a,
29898	4	1	u,ИНТ +1\0	a,	a,
29899	4	1	u,ДУХ +1\0	a,	a,
29900	1	1	u,Восстановление MP +0,08\0	a,	a,
29901	1	1	u,Восстановление HP +0,22\0	a,	a,
29902	1	1	u,Восстановление CP +0,16\0	a,	a,
29903	1	1	u,Макс. MP +29\0	a,	a,
29904	1	1	u,Макс. HP +37\0	a,	a,
29905	1	1	u,Макс. CP +26\0	a,	a,
29906	1	1	u,Увеличивает защиту от Тьмы\0	a,	a,
29907	1	1	u,Увеличивает защиту от Ветра\0	a,	a,
29908	1	1	u,Увеличивает защиту от Воды\0	a,	a,
29909	1	1	u,Увеличивает защиту от Огня\0	a,	a,
29910	1	1	u,Увеличивает защиту от Земли\0	a,	a,
29911	1	1	u,Увеличивает защиту от Святости\0	a,	a,
29912	1	1	u,Увеличивает сопротивление кротечению\0	a,	a,
29913	1	1	u,Увеличивает сопротивление ментальным атакам\0	a,	a,
29914	1	1	u,Увеличивает сопротивление параличу\0	a,	a,
29915	1	1	u,Увеличивает сопротивление отравлению\0	a,	a,
29916	1	1	u,Увеличивает сопротивление оглушению\0	a,	a,
29917	1	1	u,Увеличивает сопротивление усыплению\0	a,	a,
29918	1	1	u,Увеличивает сопротивление отталкиванию\0	a,	a,
29919	1	1	u,Увеличивает сопротивление опрокидыванию\0	a,	a,
29920	1	1	u,Увеличивает сопротивление притягиванию\0	a,	a,
29921	1	1	u,Увеличивает сопротивление удержанию\0	a,	a,
29922	1	1	u,Увеличивает грузоподъемность на 2000\0	a,	a,
29923	1	2	u,Восстановление MP +0,04\0	u,Восстановление HP +0,11\0	a,
29924	1	2	u,Восстановление MP +0,04\0	u,Восстановление CP +0,08\0	a,
29925	1	2	u,Восстановление MP +0,04\0	u,Макс. MP +15\0	a,
29926	1	2	u,Восстановление MP +0,04\0	u,Макс. HP +19\0	a,
29927	1	2	u,Восстановление MP +0,04\0	u,Макс. CP +13\0	a,
29928	1	2	u,Восстановление MP +0,04\0	u,Увеличивает защиту от Тьмы\0	a,
29929	1	2	u,Восстановление MP +0,04\0	u,Увеличивает защиту от Ветра\0	a,
29930	1	2	u,Восстановление MP +0,04\0	u,Увеличивает защиту от Воды\0	a,
29931	1	2	u,Восстановление MP +0,04\0	u,Увеличивает защиту от Огня\0	a,
29932	1	2	u,Восстановление MP +0,04\0	u,Увеличивает защиту от Земли\0	a,
29933	1	2	u,Восстановление MP +0,04\0	u,Увеличивает защиту от Святости\0	a,
29934	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление кротечению\0	a,
29935	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление ментальным атакам\0	a,
29936	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление параличу\0	a,
29937	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление отравлению\0	a,
29938	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление оглушению\0	a,
29939	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление усыплению\0	a,
29940	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление отталкиванию\0	a,
29941	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление опрокидыванию\0	a,
29942	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление притягиванию\0	a,
29943	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление удержанию\0	a,
29944	1	2	u,Восстановление MP +0,04\0	u,Увеличивает сопротивление удержанию\0	a,
29945	1	2	u,Восстановление HP +0,11\0	u,Восстановление CP +0,08\0	a,
29946	1	2	u,Восстановление HP +0,11\0	u,Макс. MP +15\0	a,
29947	1	2	u,Восстановление HP +0,11\0	u,Макс. HP +19\0	a,
29948	1	2	u,Восстановление HP +0,11\0	u,Макс. CP +13\0	a,
29949	1	2	u,Восстановление HP +0,11\0	u,Увеличивает защиту от Тьмы\0	a,
29950	1	2	u,Восстановление HP +0,11\0	u,Увеличивает защиту от Ветра\0	a,
29951	1	2	u,Восстановление HP +0,11\0	u,Увеличивает защиту от Воды\0	a,
29952	1	2	u,Восстановление HP +0,11\0	u,Увеличивает защиту от Огня\0	a,
29953	1	2	u,Восстановление HP +0,11\0	u,Увеличивает защиту от Земли\0	a,
29954	1	2	u,Восстановление HP +0,11\0	u,Увеличивает защиту от Святости\0	a,
29955	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление кротечению\0	a,
29956	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление ментальным атакам\0	a,
29957	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление параличу\0	a,
29958	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление отравлению\0	a,
29959	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление оглушению\0	a,
29960	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление усыплению\0	a,
29961	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление отталкиванию\0	a,
29962	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление опрокидыванию\0	a,
29963	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление притягиванию\0	a,
29964	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление удержанию\0	a,
29965	1	2	u,Восстановление HP +0,11\0	u,Увеличивает сопротивление удержанию\0	a,
29966	1	2	u,Восстановление CP +0,08\0	u,Макс. MP +15\0	a,
29967	1	2	u,Восстановление CP +0,08\0	u,Макс. HP +19\0	a,
29968	1	2	u,Восстановление CP +0,08\0	u,Макс. CP +13\0	a,
29969	1	2	u,Восстановление CP +0,08\0	u,Увеличивает защиту от Тьмы\0	a,
29970	1	2	u,Восстановление CP +0,08\0	u,Увеличивает защиту от Ветра\0	a,
29971	1	2	u,Восстановление CP +0,08\0	u,Увеличивает защиту от Воды\0	a,
29972	1	2	u,Восстановление CP +0,08\0	u,Увеличивает защиту от Огня\0	a,
29973	1	2	u,Восстановление CP +0,08\0	u,Увеличивает защиту от Земли\0	a,
29974	1	2	u,Восстановление CP +0,08\0	u,Увеличивает защиту от Святости\0	a,
29975	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление кротечению\0	a,
29976	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление ментальным атакам\0	a,
29977	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление параличу\0	a,
29978	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление отравлению\0	a,
29979	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление оглушению\0	a,
29980	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление усыплению\0	a,
29981	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление отталкиванию\0	a,
29982	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление опрокидыванию\0	a,
29983	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление притягиванию\0	a,
29984	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление удержанию\0	a,
29985	1	2	u,Восстановление CP +0,08\0	u,Увеличивает сопротивление удержанию\0	a,
29986	1	2	u,Макс. MP +15\0	u,Макс. HP +19\0	a,
29987	1	2	u,Макс. MP +15\0	u,Макс. CP +13\0	a,
29988	1	2	u,Макс. MP +15\0	u,Увеличивает защиту от Тьмы\0	a,
29989	1	2	u,Макс. MP +15\0	u,Увеличивает защиту от Ветра\0	a,
29990	1	2	u,Макс. MP +15\0	u,Увеличивает защиту от Воды\0	a,
29991	1	2	u,Макс. MP +15\0	u,Увеличивает защиту от Огня\0	a,
29992	1	2	u,Макс. MP +15\0	u,Увеличивает защиту от Земли\0	a,
29993	1	2	u,Макс. MP +15\0	u,Увеличивает защиту от Святости\0	a,
29994	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление кротечению\0	a,
29995	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление ментальным атакам\0	a,
29996	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление параличу\0	a,
29997	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление отравлению\0	a,
29998	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление оглушению\0	a,
29999	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление усыплению\0	a,
30000	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление отталкиванию\0	a,
30001	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30002	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление притягиванию\0	a,
30003	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление удержанию\0	a,
30004	1	2	u,Макс. MP +15\0	u,Увеличивает сопротивление удержанию\0	a,
30005	1	2	u,Макс. HP +19\0	u,Макс. CP +13\0	a,
30006	1	2	u,Макс. HP +19\0	u,Увеличивает защиту от Тьмы\0	a,
30007	1	2	u,Макс. HP +19\0	u,Увеличивает защиту от Ветра\0	a,
30008	1	2	u,Макс. HP +19\0	u,Увеличивает защиту от Воды\0	a,
30009	1	2	u,Макс. HP +19\0	u,Увеличивает защиту от Огня\0	a,
30010	1	2	u,Макс. HP +19\0	u,Увеличивает защиту от Земли\0	a,
30011	1	2	u,Макс. HP +19\0	u,Увеличивает защиту от Святости\0	a,
30012	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление кротечению\0	a,
30013	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление ментальным атакам\0	a,
30014	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление параличу\0	a,
30015	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление отравлению\0	a,
30016	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление оглушению\0	a,
30017	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление усыплению\0	a,
30018	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление отталкиванию\0	a,
30019	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30020	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление притягиванию\0	a,
30021	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление удержанию\0	a,
30022	1	2	u,Макс. HP +19\0	u,Увеличивает сопротивление удержанию\0	a,
30023	1	2	u,Макс. CP +13\0	u,Увеличивает защиту от Тьмы\0	a,
30024	1	2	u,Макс. CP +13\0	u,Увеличивает защиту от Ветра\0	a,
30025	1	2	u,Макс. CP +13\0	u,Увеличивает защиту от Воды\0	a,
30026	1	2	u,Макс. CP +13\0	u,Увеличивает защиту от Огня\0	a,
30027	1	2	u,Макс. CP +13\0	u,Увеличивает защиту от Земли\0	a,
30028	1	2	u,Макс. CP +13\0	u,Увеличивает защиту от Святости\0	a,
30029	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление кротечению\0	a,
30030	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление ментальным атакам\0	a,
30031	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление параличу\0	a,
30032	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление отравлению\0	a,
30033	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление оглушению\0	a,
30034	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление усыплению\0	a,
30035	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление отталкиванию\0	a,
30036	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30037	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление притягиванию\0	a,
30038	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление удержанию\0	a,
30039	1	2	u,Макс. CP +13\0	u,Увеличивает сопротивление удержанию\0	a,
30040	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает защиту от Ветра\0	a,
30041	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает защиту от Воды\0	a,
30042	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает защиту от Огня\0	a,
30043	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает защиту от Земли\0	a,
30044	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает защиту от Святости\0	a,
30045	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление кротечению\0	a,
30046	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление ментальным атакам\0	a,
30047	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление параличу\0	a,
30048	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление отравлению\0	a,
30049	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление оглушению\0	a,
30050	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление усыплению\0	a,
30051	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление отталкиванию\0	a,
30052	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30053	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление притягиванию\0	a,
30054	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление удержанию\0	a,
30055	1	2	u,Увеличивает защиту от Тьмы\0	u,Увеличивает сопротивление удержанию\0	a,
30056	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает защиту от Воды\0	a,
30057	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает защиту от Огня\0	a,
30058	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает защиту от Земли\0	a,
30059	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает защиту от Святости\0	a,
30060	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление кротечению\0	a,
30061	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление ментальным атакам\0	a,
30062	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление параличу\0	a,
30063	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление отравлению\0	a,
30064	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление оглушению\0	a,
30065	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление усыплению\0	a,
30066	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление отталкиванию\0	a,
30067	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30068	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление притягиванию\0	a,
30069	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление удержанию\0	a,
30070	1	2	u,Увеличивает защиту от Ветра\0	u,Увеличивает сопротивление удержанию\0	a,
30071	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает защиту от Огня\0	a,
30072	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает защиту от Земли\0	a,
30073	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает защиту от Святости\0	a,
30074	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление кротечению\0	a,
30075	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление ментальным атакам\0	a,
30076	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление параличу\0	a,
30077	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление отравлению\0	a,
30078	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление оглушению\0	a,
30079	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление усыплению\0	a,
30080	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление отталкиванию\0	a,
30081	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30082	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление притягиванию\0	a,
30083	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление удержанию\0	a,
30084	1	2	u,Увеличивает защиту от Воды\0	u,Увеличивает сопротивление удержанию\0	a,
30085	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает защиту от Земли\0	a,
30086	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает защиту от Святости\0	a,
30087	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление кротечению\0	a,
30088	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление ментальным атакам\0	a,
30089	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление параличу\0	a,
30090	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление отравлению\0	a,
30091	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление оглушению\0	a,
30092	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление усыплению\0	a,
30093	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление отталкиванию\0	a,
30094	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30095	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление притягиванию\0	a,
30096	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление удержанию\0	a,
30097	1	2	u,Увеличивает защиту от Огня\0	u,Увеличивает сопротивление удержанию\0	a,
30098	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает защиту от Святости\0	a,
30099	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление кротечению\0	a,
30100	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление ментальным атакам\0	a,
30101	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление параличу\0	a,
30102	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление отравлению\0	a,
30103	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление оглушению\0	a,
30104	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление усыплению\0	a,
30105	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление отталкиванию\0	a,
30106	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30107	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление притягиванию\0	a,
30108	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление удержанию\0	a,
30109	1	2	u,Увеличивает защиту от Земли\0	u,Увеличивает сопротивление удержанию\0	a,
30110	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление кротечению\0	a,
30111	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление ментальным атакам\0	a,
30112	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление параличу\0	a,
30113	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление отравлению\0	a,
30114	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление оглушению\0	a,
30115	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление усыплению\0	a,
30116	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление отталкиванию\0	a,
30117	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30118	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление притягиванию\0	a,
30119	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление удержанию\0	a,
30120	1	2	u,Увеличивает защиту от Святости\0	u,Увеличивает сопротивление удержанию\0	a,
30121	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление ментальным атакам\0	a,
30122	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление параличу\0	a,
30123	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление отравлению\0	a,
30124	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление оглушению\0	a,
30125	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление усыплению\0	a,
30126	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление отталкиванию\0	a,
30127	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30128	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление притягиванию\0	a,
30129	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление удержанию\0	a,
30130	1	2	u,Увеличивает сопротивление кротечению\0	u,Увеличивает сопротивление удержанию\0	a,
30131	1	2	u,Увеличивает сопротивление ментальным атакам\0	u,Увеличивает сопротивление параличу\0	a,
30132	1	2	u,Увеличивает сопротивление ментальным атакам\0	u,Увеличивает сопротивление отравлению\0	a,
30133	1	2	u,Увеличивает сопротивление ментальным атакам\0	u,Увеличивает сопротивление оглушению\0	a,
30134	1	2	u,Увеличивает сопротивление ментальным атакам\0	u,Увеличивает сопротивление усыплению\0	a,
30135	1	2	u,Увеличивает сопротивление ментальным атакам\0	u,Увеличивает сопротивление отталкиванию\0	a,
30136	1	2	u,Увеличивает сопротивление ментальным атакам\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30137	1	2	u,Увеличивает сопротивление ментальным атакам\0	u,Увеличивает сопротивление притягиванию\0	a,
30138	1	2	u,Увеличивает сопротивление ментальным атакам\0	u,Увеличивает сопротивление удержанию\0	a,
30139	1	2	u,Увеличивает сопротивление ментальным атакам\0	u,Увеличивает сопротивление удержанию\0	a,
30140	1	2	u,Увеличивает сопротивление параличу\0	u,Увеличивает сопротивление отравлению\0	a,
30141	1	2	u,Увеличивает сопротивление параличу\0	u,Увеличивает сопротивление оглушению\0	a,
30142	1	2	u,Увеличивает сопротивление параличу\0	u,Увеличивает сопротивление усыплению\0	a,
30143	1	2	u,Увеличивает сопротивление параличу\0	u,Увеличивает сопротивление отталкиванию\0	a,
30144	1	2	u,Увеличивает сопротивление параличу\0	u,Увеличивает сопротивление опрокидыванию\0	a,
30145	1	2	u,Увеличивает сопротивление параличу\0	u,Увеличивает сопротивление притягиванию\0	a,
30146	1	2	u,Увеличивает сопротивление параличу\0	u,Увеличивает сопротивление удержанию\0	a,
30147	1	2	u,Увеличивает сопротивление параличу\0	u,Увеличивает сопротивление удержанию\0	a,
30148	1	2	u,Увеличивает сопротивление отравлению\0	u,Увеличивает сопротивление оглушению\0	a,
30149	1	2	u,Увеличивает сопротивление отравлению\0	u,Увеличивает сопротивление усыплению\0	a,
30150	1	2	u,Увеличивает сопротивление отравлению\0	u,Увеличивает сопротивление отталкиванию\0	a,
